id,namespace,path,description_id,class,max_stack,max_damage,tags,producer_recipes,consumer_recipes,resource_references
"immersiveengineering:deepslate_ore_lead","immersiveengineering","deepslate_ore_lead","block.immersiveengineering.deepslate_ore_lead","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","c:ore_rates/singular|c:ores|c:ores/lead|c:ores_in_ground/deepslate|enchanted:witch_oven_blacklist|malum:prospectors_treasure","0","6","8"
"immersiveengineering:deepslate_ore_nickel","immersiveengineering","deepslate_ore_nickel","block.immersiveengineering.deepslate_ore_nickel","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","c:ore_rates/singular|c:ores|c:ores/nickel|c:ores_in_ground/deepslate|enchanted:witch_oven_blacklist|malum:prospectors_treasure","0","4","9"
"immersiveengineering:deepslate_ore_silver","immersiveengineering","deepslate_ore_silver","block.immersiveengineering.deepslate_ore_silver","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","c:ore_rates/singular|c:ores|c:ores/silver|c:ores_in_ground/deepslate|enchanted:witch_oven_blacklist|malum:prospectors_treasure","1","6","6"
"immersiveengineering:deepslate_ore_uranium","immersiveengineering","deepslate_ore_uranium","block.immersiveengineering.deepslate_ore_uranium","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","c:ore_rates/singular|c:ores|c:ores/uranium|c:ores_in_ground/deepslate|enchanted:witch_oven_blacklist|malum:prospectors_treasure","0","4","8"
"immersiveengineering:diesel_generator","immersiveengineering","diesel_generator","block.immersiveengineering.diesel_generator","blusunrize.immersiveengineering.api.multiblocks.blocks.registry.MultiblockItem","64","0","","0","0","2"
"immersiveengineering:drill","immersiveengineering","drill","item.immersiveengineering.drill","blusunrize.immersiveengineering.common.items.DrillItem","1","0","immersiveengineering:toolbox/tools","1","0","9"
"immersiveengineering:drillhead_iron","immersiveengineering","drillhead_iron","item.immersiveengineering.drillhead_iron","blusunrize.immersiveengineering.common.items.DrillheadItem","1","0","","1","0","1"
"immersiveengineering:drillhead_steel","immersiveengineering","drillhead_steel","item.immersiveengineering.drillhead_steel","blusunrize.immersiveengineering.common.items.DrillheadItem","1","0","","1","0","2"
"immersiveengineering:duroplast","immersiveengineering","duroplast","block.immersiveengineering.duroplast","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","immersiveengineering:connector_insulator","1","8","3"
"immersiveengineering:dust_aluminum","immersiveengineering","dust_aluminum","item.immersiveengineering.dust_aluminum","blusunrize.immersiveengineering.common.items.IEBaseItem","64","0","c:dusts|c:dusts/aluminum","10","2","5"
"immersiveengineering:dust_coke","immersiveengineering","dust_coke","item.immersiveengineering.dust_coke","blusunrize.immersiveengineering.common.items.IEBaseItem","64","0","c:dusts/coal_coke","3","0","0"
"immersiveengineering:dust_constantan","immersiveengineering","dust_constantan","item.immersiveengineering.dust_constantan","blusunrize.immersiveengineering.common.items.IEBaseItem","64","0","c:dusts|c:dusts/constantan","3","2","6"
"immersiveengineering:dust_copper","immersiveengineering","dust_copper","item.immersiveengineering.dust_copper","blusunrize.immersiveengineering.common.items.IEBaseItem","64","0","c:dusts|c:dusts/copper","10","4","4"
"immersiveengineering:dust_electrum","immersiveengineering","dust_electrum","item.immersiveengineering.dust_electrum","blusunrize.immersiveengineering.common.items.IEBaseItem","64","0","c:dusts|c:dusts/electrum","3","2","6"
"immersiveengineering:dust_gold","immersiveengineering","dust_gold","item.immersiveengineering.dust_gold","blusunrize.immersiveengineering.common.items.IEBaseItem","64","0","c:dusts|c:dusts/gold","10","7","4"
"immersiveengineering:dust_hop_graphite","immersiveengineering","dust_hop_graphite","item.immersiveengineering.dust_hop_graphite","blusunrize.immersiveengineering.common.items.IEBaseItem","64","0","c:dusts/hop_graphite","4","0","1"
"immersiveengineering:dust_iron","immersiveengineering","dust_iron","item.immersiveengineering.dust_iron","blusunrize.immersiveengineering.common.items.IEBaseItem","64","0","c:dusts|c:dusts/iron","10","4","4"
"immersiveengineering:dust_lead","immersiveengineering","dust_lead","item.immersiveengineering.dust_lead","blusunrize.immersiveengineering.common.items.IEBaseItem","64","0","c:dusts|c:dusts/lead","10","5","5"
"immersiveengineering:dust_nickel","immersiveengineering","dust_nickel","item.immersiveengineering.dust_nickel","blusunrize.immersiveengineering.common.items.IEBaseItem","64","0","c:dusts|c:dusts/nickel","10","3","5"
"immersiveengineering:dust_saltpeter","immersiveengineering","dust_saltpeter","item.immersiveengineering.dust_saltpeter","blusunrize.immersiveengineering.common.items.IEBaseItem","64","0","c:dusts/saltpeter","0","2","1"
"immersiveengineering:dust_silver","immersiveengineering","dust_silver","item.immersiveengineering.dust_silver","blusunrize.immersiveengineering.common.items.IEBaseItem","64","0","c:dusts|c:dusts/silver","10","8","4"
"immersiveengineering:dust_steel","immersiveengineering","dust_steel","item.immersiveengineering.dust_steel","blusunrize.immersiveengineering.common.items.IEBaseItem","64","0","c:dusts|c:dusts/steel","2","2","5"
"immersiveengineering:dust_sulfur","immersiveengineering","dust_sulfur","item.immersiveengineering.dust_sulfur","blusunrize.immersiveengineering.common.items.IEBaseItem","64","0","c:dusts/sulfur","1","8","1"
"immersiveengineering:dust_uranium","immersiveengineering","dust_uranium","item.immersiveengineering.dust_uranium","blusunrize.immersiveengineering.common.items.IEBaseItem","64","0","c:dusts|c:dusts/uranium","10","2","5"
"immersiveengineering:dust_wood","immersiveengineering","dust_wood","item.immersiveengineering.dust_wood","blusunrize.immersiveengineering.common.items.IEBaseItem","64","0","c:dusts/wood","0","3","1"
"immersiveengineering:dynamo","immersiveengineering","dynamo","block.immersiveengineering.dynamo","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","0","5"
"immersiveengineering:earmuffs","immersiveengineering","earmuffs","item.immersiveengineering.earmuffs","blusunrize.immersiveengineering.common.items.EarmuffsItem","1","0","curios:head|immersiveengineering:toolbox/tools","2","1","4"
"immersiveengineering:electric_lantern","immersiveengineering","electric_lantern","block.immersiveengineering.electric_lantern","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","0","5"
"immersiveengineering:electromagnet","immersiveengineering","electromagnet","block.immersiveengineering.electromagnet","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","0","3"
"immersiveengineering:electron_tube","immersiveengineering","electron_tube","item.immersiveengineering.electron_tube","blusunrize.immersiveengineering.common.items.IEBaseItem","64","0","immersiveengineering:circuits/logic","1","6","10"
"immersiveengineering:empty_casing","immersiveengineering","empty_casing","item.immersiveengineering.empty_casing","blusunrize.immersiveengineering.common.items.IEBaseItem","64","0","","2","1","9"
"immersiveengineering:empty_shell","immersiveengineering","empty_shell","item.immersiveengineering.empty_shell","blusunrize.immersiveengineering.common.items.IEBaseItem","64","0","","2","1","10"
"immersiveengineering:ersatz_leather","immersiveengineering","ersatz_leather","item.immersiveengineering.ersatz_leather","blusunrize.immersiveengineering.common.items.IEBaseItem","64","0","c:leathers","2","30","3"
"immersiveengineering:ethanol_bucket","immersiveengineering","ethanol_bucket","item.immersiveengineering.ethanol_bucket","blusunrize.immersiveengineering.common.register.IEFluids$FluidEntry$1","1","0","","0","1","1"
"immersiveengineering:excavator","immersiveengineering","excavator","block.immersiveengineering.excavator","blusunrize.immersiveengineering.api.multiblocks.blocks.registry.MultiblockItem","64","0","","0","0","2"
"immersiveengineering:fake_icon_achtung","immersiveengineering","fake_icon_achtung","item.immersiveengineering.fake_icon_achtung","blusunrize.immersiveengineering.common.items.FakeIconItem","1","0","","0","0","1"
"immersiveengineering:fake_icon_birthday","immersiveengineering","fake_icon_birthday","item.immersiveengineering.fake_icon_birthday","blusunrize.immersiveengineering.common.items.FakeIconItem","1","0","","0","0","1"
"immersiveengineering:fake_icon_bttf","immersiveengineering","fake_icon_bttf","item.immersiveengineering.fake_icon_bttf","blusunrize.immersiveengineering.common.items.FakeIconItem","1","0","","0","0","1"
"immersiveengineering:fake_icon_drillbreak","immersiveengineering","fake_icon_drillbreak","item.immersiveengineering.fake_icon_drillbreak","blusunrize.immersiveengineering.common.items.FakeIconItem","1","0","","0","0","1"
"immersiveengineering:fake_icon_fried","immersiveengineering","fake_icon_fried","item.immersiveengineering.fake_icon_fried","blusunrize.immersiveengineering.common.items.FakeIconItem","1","0","","0","0","1"
"immersiveengineering:fake_icon_lucky","immersiveengineering","fake_icon_lucky","item.immersiveengineering.fake_icon_lucky","blusunrize.immersiveengineering.common.items.FakeIconItem","1","0","","0","0","1"
"immersiveengineering:fake_icon_ravenholm","immersiveengineering","fake_icon_ravenholm","item.immersiveengineering.fake_icon_ravenholm","blusunrize.immersiveengineering.common.items.FakeIconItem","1","0","","0","0","1"
"immersiveengineering:fake_icon_snake","immersiveengineering","fake_icon_snake","item.immersiveengineering.fake_icon_snake","blusunrize.immersiveengineering.common.items.FakeIconItem","1","0","","0","0","1"
"immersiveengineering:feedthrough","immersiveengineering","feedthrough","block.immersiveengineering.feedthrough","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","0","0","2"
"immersiveengineering:fermenter","immersiveengineering","fermenter","block.immersiveengineering.fermenter","blusunrize.immersiveengineering.api.multiblocks.blocks.registry.MultiblockItem","64","0","","0","0","11"
"immersiveengineering:fertilizer","immersiveengineering","fertilizer","item.immersiveengineering.fertilizer","blusunrize.immersiveengineering.common.items.FertilizerItem","64","0","","1","0","6"
"immersiveengineering:fiberboard","immersiveengineering","fiberboard","block.immersiveengineering.fiberboard","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","minecraft:planks","1","96","2"
"immersiveengineering:floodlight","immersiveengineering","floodlight","block.immersiveengineering.floodlight","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","0","5"
"immersiveengineering:fluid_pipe","immersiveengineering","fluid_pipe","block.immersiveengineering.fluid_pipe","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","11","17"
"immersiveengineering:fluid_placer","immersiveengineering","fluid_placer","block.immersiveengineering.fluid_placer","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","0","3"
"immersiveengineering:fluid_pump","immersiveengineering","fluid_pump","block.immersiveengineering.fluid_pump","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","0","5"
"immersiveengineering:fluid_sorter","immersiveengineering","fluid_sorter","block.immersiveengineering.fluid_sorter","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","0","2"
"immersiveengineering:fluorescent_tube","immersiveengineering","fluorescent_tube","item.immersiveengineering.fluorescent_tube","blusunrize.immersiveengineering.common.items.FluorescentTubeItem","1","0","","1","0","1"
"immersiveengineering:furnace_heater","immersiveengineering","furnace_heater","block.immersiveengineering.furnace_heater","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","1","7"
"immersiveengineering:fusilier_spawn_egg","immersiveengineering","fusilier_spawn_egg","item.immersiveengineering.fusilier_spawn_egg","net.neoforged.neoforge.common.DeferredSpawnEggItem","64","0","","0","0","0"
"immersiveengineering:generator","immersiveengineering","generator","block.immersiveengineering.generator","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","0","3"
"immersiveengineering:glider","immersiveengineering","glider","item.immersiveengineering.glider","blusunrize.immersiveengineering.common.items.GliderItem","1","216","","1","0","1"
"immersiveengineering:graphite_electrode","immersiveengineering","graphite_electrode","item.immersiveengineering.graphite_electrode","blusunrize.immersiveengineering.common.items.GraphiteElectrodeItem","16","96000","","1","1","3"
"immersiveengineering:grindingdisk","immersiveengineering","grindingdisk","item.immersiveengineering.grindingdisk","blusunrize.immersiveengineering.common.items.GrindingDiskItem","1","4000","","1","0","1"
"immersiveengineering:grit_sand","immersiveengineering","grit_sand","block.immersiveengineering.grit_sand","blusunrize.immersiveengineering.common.blocks.BlockItemIE","64","0","","1","0","5"
"immersiveengineering:gunpart_barrel","immersiveengineering","gunpart_barrel","item.immersiveengineering.gunpart_barrel","blusunrize.immersiveengineering.common.items.RevolverpartItem","1","0","","1","1","3"
